url,category,Name,Availability,Region,Preparation,Cost,Description,Tags
https://www.shinseina.world/post/b-basilisk,unknown,B- Basilisk,,,,,"
Updated: Jun 30, 2024
Abilities:
•Extremely hard scales that can block a bullet
•Fast and agile both on land and in water
•A large body that can eat the prey whole or wrap around and crush them
•Extremely poisonous bite

Danger Ranking: B

Rarity: Rare

Region: Deserts and Forest

Description: A gigantic reptile that belongs to the dragon Family. It has a very poisonous bite that only the tears from a Phoenix can be able to cure. The creature resembles that of a large snake or a dragon without wings, but is much larger and longer with a ""crown"" made up of scales on its forehead.",
https://www.shinseina.world/post/angelica,unknown,b - arctonaught,,,,,"
Updated: Jun 30, 2024
Abilities: 
• They are 7x stronger than the average human. 
• They can manipulate all ice with in a 15 meter radius.  
• They can manipulate all snow with in a 15 meter radius.  

Danger Ranking: B  

Rarity: Rare+  

Region: Tundra  

Description: Arktonaughts are creatures of the dead. They are created when the souls of multiple dead people decide to inhabit ice or snow. These creatures are usually docile, only attacking if threatened. Some say these creatures can even mimic the voice of the dead souls inside it, and it is also known that those with greater amounts of souls are much more dangerous.",
https://www.shinseina.world/post/atamale,unknown,b - arctonaught,,,,,"
Updated: Jun 30, 2024
Abilities: 
• They are 7x stronger than the average human. 
• They can manipulate all ice with in a 15 meter radius.  
• They can manipulate all snow with in a 15 meter radius.  

Danger Ranking: B  

Rarity: Rare+  

Region: Tundra  

Description: Arktonaughts are creatures of the dead. They are created when the souls of multiple dead people decide to inhabit ice or snow. These creatures are usually docile, only attacking if threatened. Some say these creatures can even mimic the voice of the dead souls inside it, and it is also known that those with greater amounts of souls are much more dangerous.",
https://www.shinseina.world/post/b-bonohond,unknown,B - Bonohond,,Anywhere,,,"A creature that looks like flesh, muscles, and bones, in the form of a hound-like creature that is covered in sharp spikes of bone. The creature looks disgusting and smells horrible, not only that, it is extremely hostile and dangerous. It attacks anything it sees regardless of whether it's a person or creature, not because it needs to eat them, but because it enjoys it. It loves to rip apart prey for fun.",
https://www.shinseina.world/post/b-arctonaught,unknown,No Title,,,,,,
https://www.shinseina.world/post/b-cheese-worm,unknown,B- Cheese Worm,,,,,"
Updated: Jun 30, 2024
Abilities:
•Flight
•Bite force strong enough to crush steel
•Immune to emotional or mental manipulation
•Absorbs water through fur
•Tough hide capable of withstanding iron swords
•Can sense emotions
•Immune to rapid changes of light such as flashbangs

Danger Ranking: B

Rarity: Rare

Region: Sky

Description: Worms that float through the sky absorbing the moisture in clouds. Their fur is soft and tough, often wanted by tailors to make into warm and exotic clothing. Was named for having a face people make when saying “Cheese” to take a picture. Usually travels in couples.",
https://www.shinseina.world/post/b-befufua,unknown,B - Befufua,,Dragon Realm.,,,"Befufua are a race of monsters that many believe to be related to dragons but more, devolved and stupid in nature as they do not have the same level of intelligence and only enjoy fighting and hunting, brutes are what they are often called. They are very aggressive, and love to fight.",
https://www.shinseina.world/post/b-crystal-turakin,unknown,B - Crystal Turakin,,Desert/Underground,,,"These large lizard creatures live underneath the shifting sands of the desert, opting to live in mana-filled caves. They feed off of mana crystals, but can do just fine feeding off of other forms of crystals as well. Their bodies are well-attuned with mana, and they can use the mana from the crystals they eat to not only provide nutrients, but to also regrow lost body parts. They're extremely territorial, and are extremely dangerous. You would have to cut off their heads to kill them.",
https://www.shinseina.world/post/b-dracopede,unknown,B - Dracopede,,Dragon Realm,,,"Dracopedes are insectoid creatures with multiple legs and elongated bodies adorned with jagged black chitinous armor.  While maintaining their larval forms' chitinous armor and multiple limbs, Dracopedes undergo a significant increase in size. These creatures are considerably larger than before. Notably, they possess four enormous horn-like mandibles that protrude from their quad-jawed maws that sport circular rows of razor-sharp teeth. Additionally, they possess lengthy tentacle-like tendrils that protrude from their maws. The undersides of Dracopedes intermittently emit a deep orange glow, creating sporadic bursts of vibrant color.",
https://www.shinseina.world/post/b-cabasule,unknown,No Title,,,,,,
https://www.shinseina.world/post/b-damned,unknown,B- Damned,,,,,"
Updated: Jun 30, 2024
Abilities:
•The creature has the ability to wither and kill any plant or animal that touches its body
•The body if the creature is as hard as iron
•The creature can travel through shadows
•The creature has immense strength and durability. Easily being able to lift and throw trees

Danger Ranking: B

Rarity: Rare+

Region: Destroyed Swamp

Description: A monstrous creature that stands around 21'3 tall and can easily tower any human. The creature was first spotted when the destroyed swamp was first formed but soon after went missing, it is unsure if the creature is still alive or not.",
https://www.shinseina.world/post/b-deoc,unknown,B- Deoc,,,,,"
Updated: Jun 30, 2024
Abilities:
•Strong
•Can camouflage itself with snow
•Ice cold breath
•Tough
•Can make arms ice cold and solid

Danger Ranking: B

Rarity: Uncommon

Region: Tundra

Description: A large, golem-looking snow creature that tends to protect caves or crystals. It typically hides in mounds of snow or between ice crystals, and often will only attack if it’s territory is invaded.",
https://www.shinseina.world/post/b-flebulk,unknown,B - Flebulk,,Anywhere,,,"A creature that looks like flesh and muscles without any skin or bones in its body. It's ugly and horrific to look at, and dangerous to encounter due to its extremely hostile nature. But it is useful, the heart of the creature can actually be used as a substitute for the heart of a lot of races, able to be used for transplants. However, it is rather rare to encounter, and would much rather die fighting than be captured, ever.",
https://www.shinseina.world/post/b-erako,unknown,B- Erako,,,,,"
Updated: Jun 30, 2024
Abilities:
•Superheated spike feet
•Lava-like webs capable of melting through limestone
•Pincers can pierce through stone
•Heat vision
•Agile and fast 
•Shell as hard as limestone

Danger Ranking: B

Rarity: Rare

Region: Canyons & (Tundra) Caves

Description: Less-so known as 'Karkinos-Inferno', these are predatory spiders roughly the same size as an elephant. They often will be in tundra caves waiting for animals to take shelter from the cold before luring them deeper into their lair with heat. Between the rough rocky exterior they have soft gooey open areas for venting out heat. Their underbellies are also weak enough to pierce with the common sword. They lay their webs down on cavern floors so when their prey steps on it, they become crippled and cannot outrun the spider. Very territorial and will almost never be found in a pack.",
https://www.shinseina.world/post/b-fusikan,unknown,B- Fusikan,,,,,"
Updated: Jun 12, 2024
Abilities:
Very fast and agile
Claws can cut through steel
Five times faster underwater
Can breath in both land and underwater
Back spikes harder than stone
Spikes can flip directions forward or backward
Danger Ranking: B

Rarity: Rare

Region: Any moderate to large sized body of water

Description: Fusikan gained the commonly used nickname 'River Raider' for using their spikes and high speeds to run aground boats in rivers. They’re very territorial predators that will only mate once a year. Because of this, they’re very rare and actively hated by sailors for threatening ships of all sizes.",
https://www.shinseina.world/post/b-golden-ooze,unknown,B - Golden Ooze,,"Volcanic Deserts, Deep Caves, Mountains",,,"The Golden Ooze is a molten, gelatinous entity, easily recognized by its shimmering golden appearance. Its resilient core allows it to endlessly regenerate unless directly shattered. Consuming metals and organic material, it grows in size and strength. The gold-like substance it secretes often lures treasure hunters to their doom, leaving only corpses encased in glistening traps.",
https://www.shinseina.world/post/b-forsaken-serpent,unknown,B- Gryphon,,,,,"
Updated: Jun 30, 2024
Abilities:
•Flight
•Sharp talons and teeth
•Strong wing power
•Thick skin
•Fire breath
•Farsight

Danger Ranking: B

Rarity: Rare

Region: Unknown

Description: A creature with the body, tail, and back legs of a lion along with the head, wings, and front legs of an eagle. These creatures are rare to find and most of the time dangerous, but if found and tamed, can be a very useful familiar.",
https://www.shinseina.world/post/b-grand-tortoise,unknown,B- Wabb,,,,,"
Updated: Jun 30, 2024
Abilities:
•Extremely durable
•Wise and hyper intelligent
•Can shoot spikes out from its shell and head as big as a car
•Fast neck snapping speed
•Bite force can crush Adamant
•Highly resistant to poison

Danger Ranking: B

Rarity: Rare

Region: Forest & Mountain

Description: A large and reclusive species. Herbivore and will often ignore lesser species unless they intend harm to it. Often surrounded by birds that peck off insects growing on its shell. Hardly ever seen, but may communicate with those it deems worth its time. Very pessimistic most of the time.",
https://www.shinseina.world/post/b-gryphon,unknown,B- Gryphon,,,,,"
Updated: Jun 30, 2024
Abilities:
•Flight
•Sharp talons and teeth
•Strong wing power
•Thick skin
•Fire breath
•Farsight

Danger Ranking: B

Rarity: Rare

Region: Unknown

Description: A creature with the body, tail, and back legs of a lion along with the head, wings, and front legs of an eagle. These creatures are rare to find and most of the time dangerous, but if found and tamed, can be a very useful familiar.",
https://www.shinseina.world/post/b-hanandor,unknown,B- Hanandor,,,,,"
Updated: Jun 30, 2024
Abilities:
•Can make vacuums with its mouth inhaling
•Extremely durable
•Can rapidly spin while inside its shell
•Extremely strong
•Can sense vibrations through the ground

Danger Ranking: B

Rarity: Rare

Region: Anywhere with land

Description: Hidden in the environment, these creatures will often use their maws to vacuum passing by birds for consumption. They’re not aggressive but make little distinction in what they eat, albeit omnivores. They will often ignore other creatures unless it serves them for food. Typically, Hanandors are found in pairs and the male will do whatever they can to preserve the female.",
https://www.shinseina.world/post/b-herculeon,unknown,No Title,,,,,,
https://www.shinseina.world/post/b-hellhound,unknown,B- Hellhound,,,,,"
Updated: Jun 30, 2024
Abilities:
•Night vision
•Fire/Lava Body
•Spitfire
•Enhanced Speed and strength
•Sharp claws and fangs
•Agility and stamina

Danger Ranking: B

Rarity: Rare

Region: Unknown

Description: These creatures look like your average black Labrador, but are much larger and well-known for their viciousness. They sometimes guard the entrance to the demon city, but can also just be found rampaging and causing death. They are commonly on fire/lava and have glowing red eyes that lock onto its target.  When seen, they are generally interpreted as a sign of death.",
https://www.shinseina.world/post/b-hellfin,unknown,B - Hellfin,,Desert,,,"Hellfins are bipedal, lava-armored creatures resembling ancient coelacanths. Built to survive extreme volcanic environments, they swim through molten rivers using their thick tails and powerful fins. Capable of consuming magma, they unleash it as beams or molten slag to defend their territory. Though seemingly sluggish, Hellfins are dangerous predators of the lava ecosystems, feeding mostly on tough, insect-like fauna.",
https://www.shinseina.world/post/b-heldroma,unknown,B- Kolule Shepherd,,,,,"
Updated: Jun 30, 2024
Abilities:
•Capable of using martial weapons
•Very strong and agile
•Can screech to gather all Necro-elks within a 50 meter range
•Able to turn deer into Necro-elks
•Heat vision
•Does not need to breath

Danger Ranking: B

Rarity: Rare

Region: Corrupted Swamp

Description: The evolved form of a Kolule, these creatures are able to lead and organize packs of Kolule similar to an experienced Shephard. They are aggressive and only wish to kill and feed. The only thing they care about more than death is the pasture they lead, and will actually act on the benefit of their herd even if that means giving up a hunt. Roughly 6 meters tall on average.",
https://www.shinseina.world/post/b-kolule-shepherd,unknown,B- Kolule Shepherd,,,,,"
Updated: Jun 30, 2024
Abilities:
•Capable of using martial weapons
•Very strong and agile
•Can screech to gather all Necro-elks within a 50 meter range
•Able to turn deer into Necro-elks
•Heat vision
•Does not need to breath

Danger Ranking: B

Rarity: Rare

Region: Corrupted Swamp

Description: The evolved form of a Kolule, these creatures are able to lead and organize packs of Kolule similar to an experienced Shephard. They are aggressive and only wish to kill and feed. The only thing they care about more than death is the pasture they lead, and will actually act on the benefit of their herd even if that means giving up a hunt. Roughly 6 meters tall on average.",
https://www.shinseina.world/post/b-kyokuren,unknown,B- Kyokuren,,Bodies of Water & Tundra,,,"The kyokuren are a seclusive and shy fauna that don’t usually start fights, they are rather docile and only attack when they or there young are threatened. The kyokuren are known for the horn like crystals that grow on there head and back, these crystals can be used to create a delicious food seasoning when prepared properly.",
https://www.shinseina.world/post/b-lady-landlures,unknown,B - Lady Landlures,,Oceans,,,"Lady Landlures are massive sea monsters that mimic the appearance of tiny islands to lure in desperate sailors. With coral-and-rock bodies and dozens of strong tendrils, they tear apart ships with terrifying patience. Their bioluminescent lights promise safety to the lost, only to drag them to the deep once they approach too close.",
https://www.shinseina.world/post/b-krakyen,unknown,A - krakyen,,,,,"
Updated: Jul 21, 2024
Abilities: 
• Can become in/tangible at will 
• When intangible, physical touch goes through. When tangible, magic goes through. 
• 3x human durability 
• Scentless, heatless, shows no signs of motion, etc; undetectable unless seen or heard 
• The tentacles can change size, growing up to 50m long. 
• 3x more force and suction than octopus tentacles  
• Thermal vision   

Danger Ranking: A 

Rarity: Rare+

Region: Ocean   

Description: A spectre-like species that is typically nonviolent and about the size of a large jellyfish. They've been known to spontaneously attack creatures in their territory. These creatures speak in giggles and murmurs. They are playfully aggressive, and will not take the life of a plaything seriously.",
https://www.shinseina.world/post/b-lavei,unknown,B - Lavei,,Ocean,,,"Laveis are one of the many deep sea creatures that inhabit the vast ocean, rarely seen near the surface due to their large size, they are more common in the large open sea where the vastness of the ocean truly shows. They are hostile to everything they come across, violently attacking anything for fun.",
https://www.shinseina.world/post/b-leffsha,unknown,B - Leffsha,,Tundra,,,"Leffshas are a type of ice monster that seems to be a golem at first glance, but it is actually a creature living inside the body of an ice golem and controlling it as its own. They are able to control the emotions of people around them, and are feared because they can create other ice golems at will.",
https://www.shinseina.world/post/b-lesser-ethos,unknown,B - Lesser Ethos,,Unknown.,,,"Due to the evolution of the world itself, the ambient mana that lingers around the area has grown much more dense, changing not only the world but also bringing forth new life. Ethos, are one such life, beings born from the will of the world along with ambient mana in a strong elemental area, Lesser Ethos can be born. While extremely rare to encounter, they are believed to appear before worthy people and make Ethos Pacts with them, if they deem you unworthy, you will not be able to tame them no matter what, and they can even be aggressive.",
https://www.shinseina.world/post/b-lyofin,unknown,B - Lyofin,,Ocean,,,"Lyofins are dangerous and intelligent fish-lion hybrids, known for their strategic minds and ability to communicate and even control other water creatures. They fiercely defend their territory alongside loyal schools of lionfish. To survive an encounter, one must avoid eye contact, act submissively, and promise to leave their waters immediately.",
https://www.shinseina.world/post/b-morgaron,unknown,B - Morgaron,,Dragon Realm,,,"Morgaron are a rare phenomena that occur once the corpse of a dragon is re-animated when in the presence of high amounts of draconic mana for an extended period of time. Morgaron are terrible, wild creatures; lacking the ability of coherent thoughts and are extremely aggressive-- possessing an almost zombie-like state. These beasts are hellbent on consuming as much mana as possible, and are driven to large sources of it.",
https://www.shinseina.world/post/b-nightmare,unknown,B- Nightmare,,,,,"
Updated: Jun 30, 2024
Abilities:
•Can release a scentless chemical that makes people unnaturally scared
•Very fast and agile
•Very skinny and flexible body
•Long sharp claws
•Night vision
•Immune to the cold

Danger Ranking: B

Rarity: Rare

Region: Cold areas
 
Description: Frightening creatures that live in very cold places. They tend to release a scentless chemical from their body that makes anyone, or anything, that smells it unnaturally scared. These creatures usually are rare but if found use their long sharp claws and extremely agile body to take their prey down.",
https://www.shinseina.world/post/b-momokyuren,unknown,B- Momokyuren,,,,,"
Updated: Jun 30, 2024
Abilities:
•Control/Create/Absorb electricity
•Cause earthquakes
•Immune to physical attacks
•Very Fast and Agile

Danger Ranking: B

Rarity: Rare

Region: Forest

Description: A fox made up out of natural energy that can control electricity and cause earthquakes when enraged. They are rare, as they require even more energy to create than the Susanoo do, but, like Susanoo, they defend nature if they feel as though it's in danger.",
https://www.shinseina.world/post/b-lepar,unknown,b - monsquito,,,,,"
Updated: Jun 30, 2024
Abilities:  
• Diamond Piercing Proboscis  
• Flight Up to 300mph  
• Iron like legs  
• Blood Sense  
• Can see in all direction  
• Very Fast reflexes  
• Body as Durable as Wood  

Danger Ranking: B  

Rarity: Uncommon  

Region: Suna Desert  

Description: These huge creatures average about 15ft tall when standing on the ground. With quick reflexes making them very hard to hit with ranged while flying. These deadly creatures are sometimes seen in the distance. And often kept away from since they are often not alone. But due to lack of food they usually travel in 2 - 5. But when a large amount of blood is spilt, or a sand worm is slain it can draw more to them. Even seeing numbers in the 50's. They have been known to drain a human completely in seconds. They tend to be attracted to vampires more. The sense of so many different bloods at once. Though draining a vamp even for a short time is worse than most other races. They are found in the desert year-round but in the summer seasons they can be seen spreading from the desert. The chances of seeing them in numbers greater than half a dozen are extremely rare. And may only occur once in a few dozen years.",
https://www.shinseina.world/post/b-monsquito,unknown,b - monsquito,,,,,"
Updated: Jun 30, 2024
Abilities:  
• Diamond Piercing Proboscis  
• Flight Up to 300mph  
• Iron like legs  
• Blood Sense  
• Can see in all direction  
• Very Fast reflexes  
• Body as Durable as Wood  

Danger Ranking: B  

Rarity: Uncommon  

Region: Suna Desert  

Description: These huge creatures average about 15ft tall when standing on the ground. With quick reflexes making them very hard to hit with ranged while flying. These deadly creatures are sometimes seen in the distance. And often kept away from since they are often not alone. But due to lack of food they usually travel in 2 - 5. But when a large amount of blood is spilt, or a sand worm is slain it can draw more to them. Even seeing numbers in the 50's. They have been known to drain a human completely in seconds. They tend to be attracted to vampires more. The sense of so many different bloods at once. Though draining a vamp even for a short time is worse than most other races. They are found in the desert year-round but in the summer seasons they can be seen spreading from the desert. The chances of seeing them in numbers greater than half a dozen are extremely rare. And may only occur once in a few dozen years.",
https://www.shinseina.world/post/b-susanoo,unknown,B- Susanoo,,,,,"
Updated: Jun 30, 2024
Abilities:
•Can absorb the energy in the surrounding area that they are also made out of, in order to grow larger and stronger
•Since they are made of energy, all physical attacks are infective against them
•They come in many forms for different elements, this lets them control the element they are made from
•Some have swords, bows, etc

Danger Ranking: B

Rarity: Rare

Region: Anywhere

Description: A large, humanoid creature made out of pure energy and can change/come in a variety of different forms. They are very violent but rare to find or ever encounter, as they are made out of nature energy collected from a certain area. Because they are made of nature energy, most, tend to be defenders of nature.",
https://www.shinseina.world/post/b-oggabo,unknown,B- Oggabo,,,,,"
Updated: Jun 30, 2024
Abilities:
•Extremely Strong
•Tough skin that can stop multiple bullets
•Great sense of smell and hearing
•Big, sharp teeth

Danger Ranking: B

Rarity: Rare

Region: Forest and Swamps

Description: A somewhat big, ugly creature that has a muscular body structure and carries around a metallic spike club as a weapon. They are commonly a species of bronzes of brains, meaning they would rather fight than think about anything causing them to go near extinct and hardly seen anymore.",
https://www.shinseina.world/post/b-tarobrass,unknown,b - Tarobrass,,,,,"
Updated: Jun 30, 2024
Abilities: 
• Large and hard as stone 
• Able to control the earth around itself 
• Very Strong but very slow 
• Is capable of making smaller versions of itself, up to three at a time.  

Danger Ranking: B  

Rarity: Rare  

Region: Mountains, Deserts  

Description: When large amounts of rock are imbued with magic, they form a Tarobross. These sentient large amounts of rocks are huge, and quite peaceful, often just sleeping in plain sight but often staying still enough to be ignored most of the time. Though they are slow and peaceful, they will fight a person if they are in danger or one of their smaller versions are attacked.",
https://www.shinseina.world/post/b-tarroq,unknown,B- Tarroq,,,,,"
Updated: Jun 30, 2024
Abilities:
•Fast and strong
•Super smell
•Can control temperature at short distances
•Heat & cold resistance
•Can absorb or expel heat
•Night vision

Danger Ranking: B

Rarity: Rare

Region: Desert & Tundra

Description: Large panther-like creatures that have grown to bend the environment to their will. Due to their predatory nature, they consider humanoids like any other creature for them to prowl and hunt. Tarroqs will often stalk their prey while making them either pass out from heat exhaustion or freeze to death to make for an easy snack. Although, they are not afraid to be physical if need be.",
https://www.shinseina.world/post/b-undead-herald,unknown,B - Undead Herald,,Corrupted Swamp,,,"The Undead Herald is a very rare and very special type of monster that can be found within the deep swamp, believed to be formed when a large amount of dead bodies and corrupted mana mix together to take on life. They are hostile in nature, but they will never personally attack due to their weak physical capabilities, instead they will cloak their bodies and use their abilities to boost undeads around them to attack for them. Due to their special magic, they are feared and avoided at all cost.",
https://www.shinseina.world/post/b-shifting-razorclaw,unknown,B - The Immortal Eye,,None.,,,"The immortal eye, called that because no way to kill the creature has been found, and deemed as a B-rank dangerousness purely on the fact that it can not die and can nullify magic in an area around it. However, the creature itself is harmless, and has been shown to not harm or interact with people, simply watching. Taming it, or even communicating with it, is shown to be impossible.",
https://www.shinseina.world/post/b-the-immortal-eye,unknown,B - The Immortal Eye,,None.,,,"The immortal eye, called that because no way to kill the creature has been found, and deemed as a B-rank dangerousness purely on the fact that it can not die and can nullify magic in an area around it. However, the creature itself is harmless, and has been shown to not harm or interact with people, simply watching. Taming it, or even communicating with it, is shown to be impossible.",
https://www.shinseina.world/post/b-undead-warlock,unknown,B - Undead Warlock,,Corrupted Swamp,,,"The Undead Warlock is a very rare and special type of undead creature that could be found within the depths of the corrupted swamp. They are reclusive in nature, but if they come across something alive, they will attack and infect the creature without rest, using their powerful magical capabilities to bring the target to submission. They are smart, as smart as an undead can be that is, as they are able to think, plan, and strategies but not speak or understand.",
https://www.shinseina.world/post/b-wako,unknown,B- Wako,,,,,"
Updated: Oct 4, 2024
Abilities:
•Manipulate Water
•Create Water
•Water Breathing
•Extremely fast
•Poisonous bite

Danger Ranking: B

Rarity: Rare

Region: Ocean/Lakes

Description: A small lizard-like creature that lives in, on, or near water-filled areas, more often the not the ocean and lakes. The creature itself isn't very aggressive unless it feels threatened or angered.",
https://www.shinseina.world/post/b-vespdroid,unknown,No Title,,,,,,
https://www.shinseina.world/post/b-undead-warrior,unknown,B - Wraithbound Hound,,The Forsaken Lands,,,"The Wraithbound Hound is a spectral creature that prowls the Forsaken Lands, hunting for souls to devour. Its form is semi-transparent, with a ghostly, skeletal appearance and eyes that glow with an eerie blue light. It moves silently, emerging from the shadows to ambush its prey. Despite its fearsome abilities, it is a solitary creature, rarely seen in groups.",
https://www.shinseina.world/post/b-water-witch,unknown,b - Water witch,,,,,"
Updated: Jun 30, 2024
Abilities: 
• No physical body 
• Night vision 
• Tide manipulation  
• Can speak coherently  

Danger Ranking: B  

Rarity: Uncommon  

Region: Large bodies of water  

Description: Water Witches are known as Cursed Spirits. When unhappy intelligent life passes in water, they come back as nothing more than conscious water. The only indicator they are alive being their glowing eyes, which, if both are pierced, will kill them. They don't have proficient control over water but can create large waves and wild tides. Although they are menaces to sailors and the like, they can be communicated with.",
https://www.shinseina.world/post/b-wyvern,unknown,B - Wyvern,,All.,,,"The wyvern is said to be the distant relative of the Dragon, one that has devolved to the point of lacking any form of human-ish consciousness and simply act upon animalistic nature in order to survive. They are dangerous because they move in packs of 5 at a time, and combine with their strength, size, and ability to fly they are often avoided. Not much is known about them.",
https://www.shinseina.world/post/b-wraithbound-hound,unknown,B - Wraithbound Hound,,The Forsaken Lands,,,"The Wraithbound Hound is a spectral creature that prowls the Forsaken Lands, hunting for souls to devour. Its form is semi-transparent, with a ghostly, skeletal appearance and eyes that glow with an eerie blue light. It moves silently, emerging from the shadows to ambush its prey. Despite its fearsome abilities, it is a solitary creature, rarely seen in groups.",
https://www.shinseina.world/post/barrierdo,unknown,Barrierdo,Legendary,Forest,Eating,N/A,"Upon taking one bit from the fruit, the rest of the fruit vanishes, and the user gains a new ability; this makes it so the user can not gain an ability from another fruit of a similar nature and is unable to touch purified water. This fruit grants the ability to create and manipulate a semi-transparent barrier at will.",
https://www.shinseina.world/post/batalon,unknown,E- Batalon,,"Skies, mainly mountains.",,,"A weird looking man-bat creature that loves feed on the flesh of people. Commonly aggressive if bumped into, especially wild if hungry. Alone, they aren't very dangerous, and nearly anyone with a sword can kill it, but they tend to fly in groups of 5-8, making it harder.",
https://www.shinseina.world/post/barberry,unknown,N/A- BeautyFly,,"Forest, Plains.",,,"A creature that is said to be rare and beautiful looking at all times, with the unique trait to grant luck to anything near it. The creature is commonly sought after by people as pets, making them rarely interact with people. They come in two colors: pink for males and blue for females.",
